HUE and Delta-E color differences of all IDs

data structure: (cam 1, id 1), (cam 2, id 2), (hue diff), (delta-e diff)
((12, 26), (14, 47), (12), (9))
((12, 26), (14, 49), (35), (10))
((12, 26), (14, 9), (35), (5))
((12, 6), (13, 10), (178), (27))
((12, 6), (13, 11), (178), (26))
((12, 6), (13, 13), (30), (13))
((12, 6), (13, 14), (7), (17))
((12, 6), (13, 15), (32), (14))
((12, 6), (13, 16), (189), (30))
((12, 6), (13, 17), (99), (17))
((12, 6), (13, 18), (26), (11))
((12, 6), (13, 19), (16), (7))
((12, 6), (13, 2), (10), (11))
((12, 6), (13, 20), (14), (21))
((12, 6), (13, 21), (16), (14))
((12, 6), (13, 22), (21), (16))
((12, 6), (13, 23), (132), (18))
((12, 6), (13, 24), (13), (13))
((12, 6), (13, 25), (13), (8))
((12, 6), (13, 26), (123), (19))
((12, 6), (13, 27), (118), (26))
((12, 6), (13, 28), (106), (21))
((12, 6), (13, 29), (33), (19))
((12, 6), (13, 3), (1), (20))
((12, 6), (13, 30), (3), (12))
((12, 6), (13, 31), (17), (10))
((12, 6), (13, 32), (29), (12))
((12, 6), (13, 33), (196), (34))
((12, 6), (13, 34), (27), (11))
((12, 6), (13, 35), (6), (34))
((12, 6), (13, 4), (14), (16))
((12, 6), (13, 5), (19), (14))
((12, 6), (13, 6), (19), (9))
((12, 6), (13, 7), (112), (24))
((12, 6), (13, 8), (174), (29))
((12, 6), (13, 9), (48), (19))
((12, 6), (14, 10), (41), (14))
((12, 6), (14, 17), (40), (14))
((12, 6), (14, 18), (58), (25))
((12, 6), (14, 19), (42), (14))
((12, 6), (14, 20), (52), (17))
((12, 6), (14, 22), (69), (26))
((12, 6), (14, 24), (11), (11))
((12, 6), (14, 25), (74), (21))
((12, 6), (14, 26), (32), (12))
((12, 6), (14, 29), (24), (12))
((12, 6), (14, 3), (54), (14))
((12, 6), (14, 31), (17), (12))
((12, 6), (14, 32), (75), (16))
((12, 6), (14, 33), (38), (14))
((12, 6), (14, 38), (60), (19))
((12, 6), (14, 42), (45), (15))
((12, 6), (14, 46), (57), (16))
((12, 6), (14, 47), (31), (12))
((12, 6), (14, 49), (54), (15))
((12, 6), (14, 9), (54), (18))
((12, 7), (13, 10), (185), (31))
((12, 7), (13, 11), (184), (30))
((12, 7), (13, 13), (23), (12))
((12, 7), (13, 14), (0), (3))
((12, 7), (13, 15), (25), (23))
((12, 7), (13, 16), (195), (32))
((12, 7), (13, 17), (93), (13))
((12, 7), (13, 18), (20), (10))
((12, 7), (13, 19), (10), (12))
((12, 7), (13, 2), (3), (5))
((12, 7), (13, 20), (8), (30))
((12, 7), (13, 21), (10), (3))
((12, 7), (13, 22), (15), (24))
((12, 7), (13, 23), (126), (15))
((12, 7), (13, 24), (20), (21))
((12, 7), (13, 25), (7), (10))
((12, 7), (13, 26), (116), (17))
((12, 7), (13, 27), (112), (19))
((12, 7), (13, 28), (100), (18))
((12, 7), (13, 29), (27), (27))
((12, 7), (13, 3), (8), (28))
((12, 7), (13, 30), (3), (3))
((12, 7), (13, 31), (11), (11))
((12, 7), (13, 32), (23), (12))
((12, 7), (13, 33), (202), (45))
((12, 7), (13, 34), (20), (16))
((12, 7), (13, 35), (1), (51))
((12, 7), (13, 4), (8), (30))
((12, 7), (13, 5), (12), (6))
((12, 7), (13, 6), (12), (9))
((12, 7), (13, 7), (106), (20))
((12, 7), (13, 8), (180), (35))
((12, 7), (13, 9), (42), (6))
((12, 7), (14, 10), (35), (9))
((12, 7), (14, 17), (34), (15))
((12, 7), (14, 18), (52), (33))
((12, 7), (14, 19), (36), (10))
((12, 7), (14, 20), (45), (7))
((12, 7), (14, 22), (62), (33))
((12, 7), (14, 24), (18), (11))
((12, 7), (14, 25), (67), (7))
((12, 7), (14, 26), (25), (12))
((12, 7), (14, 29), (18), (14))
((12, 7), (14, 3), (48), (12))
((12, 7), (14, 31), (23), (15))
((12, 7), (14, 32), (69), (13))
((12, 7), (14, 33), (31), (8))
((12, 7), (14, 38), (66), (16))
((12, 7), (14, 42), (39), (7))
((12, 7), (14, 46), (50), (8))
((12, 7), (14, 47), (25), (13))
((12, 7), (14, 49), (48), (13))
((12, 7), (14, 9), (48), (6))
((12, 8), (13, 10), (161), (25))
((12, 8), (13, 11), (160), (24))
((12, 8), (13, 13), (48), (11))
((12, 8), (13, 14), (24), (9))
((12, 8), (13, 15), (49), (23))
((12, 8), (13, 16), (171), (28))
((12, 8), (13, 17), (117), (14))
((12, 8), (13, 18), (44), (14))
((12, 8), (13, 19), (34), (15))
((12, 8), (13, 2), (27), (10))
((12, 8), (13, 20), (32), (26))
((12, 8), (13, 21), (34), (10))
((12, 8), (13, 22), (39), (22))
((12, 8), (13, 23), (150), (15))
((12, 8), (13, 24), (4), (13))
((12, 8), (13, 25), (31), (12))
((12, 8), (13, 26), (140), (20))
((12, 8), (13, 27), (136), (27))
((12, 8), (13, 28), (124), (24))
((12, 8), (13, 29), (51), (26))
((12, 8), (13, 3), (17), (22))
((12, 8), (13, 30), (21), (7))
((12, 8), (13, 31), (35), (11))
((12, 8), (13, 32), (47), (12))
((12, 8), (13, 33), (178), (39))
((12, 8), (13, 34), (44), (16))
((12, 8), (13, 35), (23), (43))
((12, 8), (13, 4), (32), (26))
((12, 8), (13, 5), (36), (8))
((12, 8), (13, 6), (36), (14))
((12, 8), (13, 7), (130), (26))
((12, 8), (13, 8), (156), (29))
((12, 8), (13, 9), (66), (14))
((12, 8), (14, 10), (59), (13))
((12, 8), (14, 17), (58), (14))
((12, 8), (14, 18), (76), (29))
((12, 8), (14, 19), (60), (12))
((12, 8), (14, 20), (69), (14))
((12, 8), (14, 22), (87), (29))
((12, 8), (14, 24), (6), (4))
((12, 8), (14, 25), (92), (14))
((12, 8), (14, 26), (49), (13))
((12, 8), (14, 29), (42), (12))
((12, 8), (14, 3), (72), (14))
((12, 8), (14, 31), (1), (7))
((12, 8), (14, 32), (93), (13))
((12, 8), (14, 33), (55), (12))
((12, 8), (14, 38), (42), (7))
((12, 8), (14, 42), (63), (13))
((12, 8), (14, 46), (74), (13))
((12, 8), (14, 47), (49), (13))
((12, 8), (14, 49), (72), (12))
((12, 8), (14, 9), (72), (14))
((12, 9), (13, 10), (195), (20))
((12, 9), (13, 11), (194), (19))
((12, 9), (13, 13), (14), (35))
((12, 9), (13, 14), (10), (54))
((12, 9), (13, 15), (15), (26))
((12, 9), (13, 16), (205), (24))
((12, 9), (13, 17), (83), (38))
((12, 9), (13, 18), (10), (40))
((12, 9), (13, 19), (0), (42))
((12, 9), (13, 2), (7), (46))
((12, 9), (13, 20), (2), (15))
((12, 9), (13, 21), (0), (50))
((12, 9), (13, 22), (5), (21))
((12, 9), (13, 23), (116), (36))
((12, 9), (13, 24), (30), (26))
((12, 9), (13, 25), (3), (38))
((12, 9), (13, 26), (106), (34))
((12, 9), (13, 27), (102), (52))
((12, 9), (13, 28), (90), (41))
((12, 9), (13, 29), (17), (20))
((12, 9), (13, 3), (17), (17))
((12, 9), (13, 30), (13), (49))
((12, 9), (13, 31), (1), (35))
((12, 9), (13, 32), (13), (34))
((12, 9), (13, 33), (212), (8))
((12, 9), (13, 34), (10), (30))
((12, 9), (13, 35), (11), (5))
((12, 9), (13, 4), (2), (25))
((12, 9), (13, 5), (2), (45))
((12, 9), (13, 6), (2), (43))
((12, 9), (13, 7), (96), (45))
((12, 9), (13, 8), (190), (15))
((12, 9), (13, 9), (32), (54))
((12, 9), (14, 10), (25), (40))
((12, 9), (14, 17), (24), (31))
((12, 9), (14, 18), (42), (13))
((12, 9), (14, 19), (26), (39))
((12, 9), (14, 20), (35), (50))
((12, 9), (14, 22), (53), (13))
((12, 9), (14, 24), (28), (38))
((12, 9), (14, 25), (58), (55))
((12, 9), (14, 26), (15), (35))
((12, 9), (14, 29), (8), (32))
((12, 9), (14, 3), (38), (36))
((12, 9), (14, 31), (33), (34))
((12, 9), (14, 32), (59), (36))
((12, 9), (14, 33), (21), (43))
((12, 9), (14, 38), (76), (38))
((12, 9), (14, 42), (29), (46))
((12, 9), (14, 46), (40), (45))
((12, 9), (14, 47), (15), (34))
((12, 9), (14, 49), (38), (35))
((12, 9), (14, 9), (38), (52))
((13, 10), (14, 10), (220), (23))
((13, 10), (14, 17), (219), (17))
((13, 10), (14, 18), (237), (10))
((13, 10), (14, 19), (221), (22))
((13, 10), (14, 20), (230), (28))
((13, 10), (14, 22), (247), (11))
((13, 10), (14, 24), (167), (21))
((13, 10), (14, 25), (252), (29))
((13, 10), (14, 26), (210), (20))
((13, 10), (14, 29), (202), (18))
((13, 10), (14, 3), (233), (20))
((13, 10), (14, 31), (162), (20))
((13, 10), (14, 32), (254), (18))
((13, 10), (14, 33), (216), (24))
((13, 10), (14, 38), (119), (19))
((13, 10), (14, 42), (224), (26))
((13, 10), (14, 46), (235), (25))
((13, 10), (14, 47), (210), (20))
((13, 10), (14, 49), (232), (18))
((13, 10), (14, 9), (232), (28))
((13, 11), (14, 10), (219), (22))
((13, 11), (14, 17), (218), (16))
((13, 11), (14, 18), (236), (9))
((13, 11), (14, 19), (220), (21))
((13, 11), (14, 20), (230), (27))
((13, 11), (14, 22), (247), (9))
((13, 11), (14, 24), (166), (21))
((13, 11), (14, 25), (252), (29))
((13, 11), (14, 26), (209), (20))
((13, 11), (14, 29), (202), (17))
((13, 11), (14, 3), (232), (20))
((13, 11), (14, 31), (161), (19))
((13, 11), (14, 32), (253), (18))
((13, 11), (14, 33), (216), (23))
((13, 11), (14, 38), (118), (19))
((13, 11), (14, 42), (223), (25))
((13, 11), (14, 46), (235), (24))
((13, 11), (14, 47), (209), (20))
((13, 11), (14, 49), (232), (18))
((13, 11), (14, 9), (232), (28))
((13, 13), (14, 10), (11), (4))
((13, 13), (14, 17), (10), (3))
((13, 13), (14, 18), (28), (21))
((13, 13), (14, 19), (12), (3))
((13, 13), (14, 20), (22), (9))
((13, 13), (14, 22), (39), (21))
((13, 13), (14, 24), (41), (7))
((13, 13), (14, 25), (44), (12))
((13, 13), (14, 26), (2), (3))
((13, 13), (14, 29), (6), (2))
((13, 13), (14, 3), (24), (2))
((13, 13), (14, 31), (47), (10))
((13, 13), (14, 32), (45), (2))
((13, 13), (14, 33), (8), (5))
((13, 13), (14, 38), (90), (11))
((13, 13), (14, 42), (15), (7))
((13, 13), (14, 46), (27), (6))
((13, 13), (14, 47), (1), (3))
((13, 13), (14, 49), (24), (1))
((13, 13), (14, 9), (24), (10))
((13, 14), (14, 10), (34), (10))
((13, 14), (14, 17), (34), (15))
((13, 14), (14, 18), (51), (33))
((13, 14), (14, 19), (36), (10))
((13, 14), (14, 20), (45), (6))
((13, 14), (14, 22), (62), (33))
((13, 14), (14, 24), (18), (11))
((13, 14), (14, 25), (67), (5))
((13, 14), (14, 26), (25), (13))
((13, 14), (14, 29), (17), (14))
((13, 14), (14, 3), (47), (12))
((13, 14), (14, 31), (24), (15))
((13, 14), (14, 32), (69), (12))
((13, 14), (14, 33), (31), (8))
((13, 14), (14, 38), (67), (14))
((13, 14), (14, 42), (39), (7))
((13, 14), (14, 46), (50), (7))
((13, 14), (14, 47), (24), (13))
((13, 14), (14, 49), (47), (13))
((13, 14), (14, 9), (47), (6))
((13, 15), (14, 10), (10), (16))
((13, 15), (14, 17), (9), (13))
((13, 15), (14, 18), (27), (15))
((13, 15), (14, 19), (11), (15))
((13, 15), (14, 20), (20), (21))
((13, 15), (14, 22), (37), (15))
((13, 15), (14, 24), (43), (19))
((13, 15), (14, 25), (42), (26))
((13, 15), (14, 26), (0), (13))
((13, 15), (14, 29), (8), (12))
((13, 15), (14, 3), (23), (14))
((13, 15), (14, 31), (48), (19))
((13, 15), (14, 32), (44), (16))
((13, 15), (14, 33), (6), (17))
((13, 15), (14, 38), (91), (24))
((13, 15), (14, 42), (14), (19))
((13, 15), (14, 46), (25), (19))
((13, 15), (14, 47), (0), (12))
((13, 15), (14, 49), (22), (15))
((13, 15), (14, 9), (22), (22))
((13, 16), (14, 10), (230), (24))
((13, 16), (14, 17), (229), (19))
((13, 16), (14, 18), (247), (15))
((13, 16), (14, 19), (231), (23))
((13, 16), (14, 20), (240), (29))
((13, 16), (14, 22), (258), (15))
((13, 16), (14, 24), (177), (25))
((13, 16), (14, 25), (263), (30))
((13, 16), (14, 26), (220), (23))
((13, 16), (14, 29), (213), (21))
((13, 16), (14, 3), (243), (22))
((13, 16), (14, 31), (172), (25))
((13, 16), (14, 32), (264), (20))
((13, 16), (14, 33), (227), (25))
((13, 16), (14, 38), (129), (23))
((13, 16), (14, 42), (234), (27))
((13, 16), (14, 46), (245), (26))
((13, 16), (14, 47), (220), (23))
((13, 16), (14, 49), (243), (20))
((13, 16), (14, 9), (243), (29))
((13, 17), (14, 10), (58), (4))
((13, 17), (14, 17), (59), (5))
((13, 17), (14, 18), (41), (23))
((13, 17), (14, 19), (57), (3))
((13, 17), (14, 20), (47), (8))
((13, 17), (14, 22), (30), (23))
((13, 17), (14, 24), (110), (11))
((13, 17), (14, 25), (25), (11))
((13, 17), (14, 26), (68), (5))
((13, 17), (14, 29), (75), (6))
((13, 17), (14, 3), (45), (3))
((13, 17), (14, 31), (116), (15))
((13, 17), (14, 32), (24), (1))
((13, 17), (14, 33), (61), (5))
((13, 17), (14, 38), (159), (12))
((13, 17), (14, 42), (54), (6))
((13, 17), (14, 46), (42), (5))
((13, 17), (14, 47), (68), (6))
((13, 17), (14, 49), (45), (2))
((13, 17), (14, 9), (45), (9))
((13, 18), (14, 10), (15), (5))
((13, 18), (14, 17), (14), (8))
((13, 18), (14, 18), (32), (25))
((13, 18), (14, 19), (16), (5))
((13, 18), (14, 20), (25), (8))
((13, 18), (14, 22), (43), (25))
((13, 18), (14, 24), (38), (12))
((13, 18), (14, 25), (48), (13))
((13, 18), (14, 26), (5), (5))
((13, 18), (14, 29), (2), (7))
((13, 18), (14, 3), (28), (6))
((13, 18), (14, 31), (43), (15))
((13, 18), (14, 32), (49), (8))
((13, 18), (14, 33), (12), (5))
((13, 18), (14, 38), (86), (17))
((13, 18), (14, 42), (19), (6))
((13, 18), (14, 46), (30), (7))
((13, 18), (14, 47), (5), (5))
((13, 18), (14, 49), (28), (8))
((13, 18), (14, 9), (28), (9))
((13, 19), (14, 10), (25), (11))
((13, 19), (14, 17), (24), (14))
((13, 19), (14, 18), (42), (28))
((13, 19), (14, 19), (26), (12))
((13, 19), (14, 20), (35), (13))
((13, 19), (14, 22), (53), (28))
((13, 19), (14, 24), (28), (14))
((13, 19), (14, 25), (58), (18))
((13, 19), (14, 26), (15), (11))
((13, 19), (14, 29), (8), (13))
((13, 19), (14, 3), (38), (13))
((13, 19), (14, 31), (33), (15))
((13, 19), (14, 32), (59), (15))
((13, 19), (14, 33), (22), (12))
((13, 19), (14, 38), (76), (21))
((13, 19), (14, 42), (29), (12))
((13, 19), (14, 46), (41), (13))
((13, 19), (14, 47), (15), (11))
((13, 19), (14, 49), (38), (14))
((13, 19), (14, 9), (38), (14))
((13, 2), (14, 10), (32), (6))
((13, 2), (14, 17), (31), (11))
((13, 2), (14, 18), (49), (29))
((13, 2), (14, 19), (33), (7))
((13, 2), (14, 20), (42), (7))
((13, 2), (14, 22), (59), (29))
((13, 2), (14, 24), (21), (10))
((13, 2), (14, 25), (64), (10))
((13, 2), (14, 26), (22), (8))
((13, 2), (14, 29), (14), (10))
((13, 2), (14, 3), (44), (9))
((13, 2), (14, 31), (26), (13))
((13, 2), (14, 32), (66), (10))
((13, 2), (14, 33), (28), (5))
((13, 2), (14, 38), (70), (15))
((13, 2), (14, 42), (36), (6))
((13, 2), (14, 46), (47), (7))
((13, 2), (14, 47), (22), (8))
((13, 2), (14, 49), (44), (10))
((13, 2), (14, 9), (44), (7))
((13, 20), (14, 10), (27), (23))
((13, 20), (14, 17), (26), (17))
((13, 20), (14, 18), (44), (4))
((13, 20), (14, 19), (28), (22))
((13, 20), (14, 20), (38), (29))
((13, 20), (14, 22), (55), (5))
((13, 20), (14, 24), (25), (22))
((13, 20), (14, 25), (60), (32))
((13, 20), (14, 26), (18), (19))
((13, 20), (14, 29), (10), (17))
((13, 20), (14, 3), (40), (20))
((13, 20), (14, 31), (31), (20))
((13, 20), (14, 32), (61), (20))
((13, 20), (14, 33), (24), (24))
((13, 20), (14, 38), (74), (24))
((13, 20), (14, 42), (31), (26))
((13, 20), (14, 46), (43), (26))
((13, 20), (14, 47), (17), (19))
((13, 20), (14, 49), (40), (19))
((13, 20), (14, 9), (40), (30))
((13, 21), (14, 10), (25), (6))
((13, 21), (14, 17), (24), (12))
((13, 21), (14, 18), (42), (30))
((13, 21), (14, 19), (26), (7))
((13, 21), (14, 20), (35), (4))
((13, 21), (14, 22), (52), (30))
((13, 21), (14, 24), (28), (10))
((13, 21), (14, 25), (57), (6))
((13, 21), (14, 26), (15), (9))
((13, 21), (14, 29), (8), (11))
((13, 21), (14, 3), (38), (9))
((13, 21), (14, 31), (33), (14))
((13, 21), (14, 32), (59), (10))
((13, 21), (14, 33), (21), (5))
((13, 21), (14, 38), (76), (14))
((13, 21), (14, 42), (29), (4))
((13, 21), (14, 46), (40), (5))
((13, 21), (14, 47), (15), (10))
((13, 21), (14, 49), (38), (10))
((13, 21), (14, 9), (38), (4))
((13, 22), (14, 10), (20), (17))
((13, 22), (14, 17), (19), (11))
((13, 22), (14, 18), (37), (9))
((13, 22), (14, 19), (21), (16))
((13, 22), (14, 20), (30), (22))
((13, 22), (14, 22), (48), (9))
((13, 22), (14, 24), (33), (18))
((13, 22), (14, 25), (53), (26))
((13, 22), (14, 26), (10), (13))
((13, 22), (14, 29), (3), (11))
((13, 22), (14, 3), (33), (14))
((13, 22), (14, 31), (38), (17))
((13, 22), (14, 32), (54), (15))
((13, 22), (14, 33), (16), (18))
((13, 22), (14, 38), (81), (21))
((13, 22), (14, 42), (24), (20))
((13, 22), (14, 46), (35), (20))
((13, 22), (14, 47), (10), (12))
((13, 22), (14, 49), (33), (14))
((13, 22), (14, 9), (33), (23))
((13, 23), (14, 10), (91), (7))
((13, 23), (14, 17), (92), (6))
((13, 23), (14, 18), (74), (21))
((13, 23), (14, 19), (90), (6))
((13, 23), (14, 20), (80), (11))
((13, 23), (14, 22), (63), (21))
((13, 23), (14, 24), (143), (12))
((13, 23), (14, 25), (58), (13))
((13, 23), (14, 26), (101), (7))
((13, 23), (14, 29), (108), (7))
((13, 23), (14, 3), (78), (5))
((13, 23), (14, 31), (149), (15))
((13, 23), (14, 32), (57), (3))
((13, 23), (14, 33), (94), (7))
((13, 23), (14, 38), (192), (13))
((13, 23), (14, 42), (87), (9))
((13, 23), (14, 46), (75), (8))
((13, 23), (14, 47), (101), (7))
((13, 23), (14, 49), (78), (4))
((13, 23), (14, 9), (78), (11))
((13, 24), (14, 10), (54), (16))
((13, 24), (14, 17), (54), (11))
((13, 24), (14, 18), (72), (16))
((13, 24), (14, 19), (56), (15))
((13, 24), (14, 20), (65), (21))
((13, 24), (14, 22), (82), (17))
((13, 24), (14, 24), (2), (10))
((13, 24), (14, 25), (87), (23))
((13, 24), (14, 26), (45), (13))
((13, 24), (14, 29), (37), (10))
((13, 24), (14, 3), (67), (15))
((13, 24), (14, 31), (3), (6))
((13, 24), (14, 32), (89), (14))
((13, 24), (14, 33), (51), (17))
((13, 24), (14, 38), (47), (12))
((13, 24), (14, 42), (59), (19))
((13, 24), (14, 46), (70), (19))
((13, 24), (14, 47), (44), (13))
((13, 24), (14, 49), (67), (13))
((13, 24), (14, 9), (67), (22))
((13, 25), (14, 10), (28), (5))
((13, 25), (14, 17), (27), (7))
((13, 25), (14, 18), (45), (24))
((13, 25), (14, 19), (29), (5))
((13, 25), (14, 20), (38), (9))
((13, 25), (14, 22), (56), (24))
((13, 25), (14, 24), (25), (9))
((13, 25), (14, 25), (61), (13))
((13, 25), (14, 26), (18), (4))
((13, 25), (14, 29), (11), (6))
((13, 25), (14, 3), (41), (6))
((13, 25), (14, 31), (30), (11))
((13, 25), (14, 32), (62), (8))
((13, 25), (14, 33), (25), (6))
((13, 25), (14, 38), (73), (15))
((13, 25), (14, 42), (32), (7))
((13, 25), (14, 46), (43), (8))
((13, 25), (14, 47), (18), (4))
((13, 25), (14, 49), (41), (7))
((13, 25), (14, 9), (41), (10))
((13, 26), (14, 10), (82), (8))
((13, 26), (14, 17), (82), (6))
((13, 26), (14, 18), (65), (20))
((13, 26), (14, 19), (80), (7))
((13, 26), (14, 20), (71), (12))
((13, 26), (14, 22), (54), (20))
((13, 26), (14, 24), (134), (16))
((13, 26), (14, 25), (49), (15))
((13, 26), (14, 26), (91), (7))
((13, 26), (14, 29), (99), (8))
((13, 26), (14, 3), (69), (5))
((13, 26), (14, 31), (139), (19))
((13, 26), (14, 32), (47), (5))
((13, 26), (14, 33), (85), (9))
((13, 26), (14, 38), (183), (17))
((13, 26), (14, 42), (77), (10))
((13, 26), (14, 46), (66), (9))
((13, 26), (14, 47), (92), (8))
((13, 26), (14, 49), (69), (6))
((13, 26), (14, 9), (69), (12))
((13, 27), (14, 10), (77), (15))
((13, 27), (14, 17), (78), (19))
((13, 27), (14, 18), (60), (33))
((13, 27), (14, 19), (76), (15))
((13, 27), (14, 20), (66), (13))
((13, 27), (14, 22), (49), (33))
((13, 27), (14, 24), (130), (25))
((13, 27), (14, 25), (44), (15))
((13, 27), (14, 26), (87), (17))
((13, 27), (14, 29), (94), (20))
((13, 27), (14, 3), (64), (16))
((13, 27), (14, 31), (135), (30))
((13, 27), (14, 32), (43), (16))
((13, 27), (14, 33), (80), (15))
((13, 27), (14, 38), (178), (29))
((13, 27), (14, 42), (73), (14))
((13, 27), (14, 46), (61), (14))
((13, 27), (14, 47), (87), (18))
((13, 27), (14, 49), (64), (17))
((13, 27), (14, 9), (64), (13))
((13, 28), (14, 10), (65), (10))
((13, 28), (14, 17), (66), (12))
((13, 28), (14, 18), (48), (26))
((13, 28), (14, 19), (64), (10))
((13, 28), (14, 20), (54), (11))
((13, 28), (14, 22), (37), (26))
((13, 28), (14, 24), (117), (21))
((13, 28), (14, 25), (32), (15))
((13, 28), (14, 26), (74), (11))
((13, 28), (14, 29), (82), (13))
((13, 28), (14, 3), (52), (9))
((13, 28), (14, 31), (123), (25))
((13, 28), (14, 32), (31), (11))
((13, 28), (14, 33), (68), (11))
((13, 28), (14, 38), (166), (22))
((13, 28), (14, 42), (61), (10))
((13, 28), (14, 46), (49), (10))
((13, 28), (14, 47), (75), (11))
((13, 28), (14, 49), (52), (11))
((13, 28), (14, 9), (52), (12))
((13, 29), (14, 10), (8), (19))
((13, 29), (14, 17), (7), (14))
((13, 29), (14, 18), (25), (9))
((13, 29), (14, 19), (9), (18))
((13, 29), (14, 20), (18), (25))
((13, 29), (14, 22), (36), (8))
((13, 29), (14, 24), (45), (21))
((13, 29), (14, 25), (41), (29))
((13, 29), (14, 26), (2), (16))
((13, 29), (14, 29), (9), (14))
((13, 29), (14, 3), (21), (17))
((13, 29), (14, 31), (50), (21))
((13, 29), (14, 32), (42), (18))
((13, 29), (14, 33), (5), (21))
((13, 29), (14, 38), (93), (24))
((13, 29), (14, 42), (12), (22))
((13, 29), (14, 46), (23), (22))
((13, 29), (14, 47), (2), (15))
((13, 29), (14, 49), (21), (17))
((13, 29), (14, 9), (21), (26))
((13, 3), (14, 10), (42), (21))
((13, 3), (14, 17), (41), (14))
((13, 3), (14, 18), (59), (6))
((13, 3), (14, 19), (43), (20))
((13, 3), (14, 20), (53), (26))
((13, 3), (14, 22), (70), (7))
((13, 3), (14, 24), (10), (18))
((13, 3), (14, 25), (75), (29))
((13, 3), (14, 26), (33), (17))
((13, 3), (14, 29), (25), (15))
((13, 3), (14, 3), (55), (18))
((13, 3), (14, 31), (16), (16))
((13, 3), (14, 32), (76), (18))
((13, 3), (14, 33), (39), (22))
((13, 3), (14, 38), (59), (19))
((13, 3), (14, 42), (46), (24))
((13, 3), (14, 46), (58), (24))
((13, 3), (14, 47), (32), (17))
((13, 3), (14, 49), (55), (17))
((13, 3), (14, 9), (55), (27))
((13, 30), (14, 10), (38), (8))
((13, 30), (14, 17), (37), (12))
((13, 30), (14, 18), (55), (30))
((13, 30), (14, 19), (39), (8))
((13, 30), (14, 20), (49), (7))
((13, 30), (14, 22), (66), (30))
((13, 30), (14, 24), (15), (8))
((13, 30), (14, 25), (71), (8))
((13, 30), (14, 26), (28), (10))
((13, 30), (14, 29), (21), (11))
((13, 30), (14, 3), (51), (10))
((13, 30), (14, 31), (20), (12))
((13, 30), (14, 32), (72), (11))
((13, 30), (14, 33), (35), (6))
((13, 30), (14, 38), (63), (13))
((13, 30), (14, 42), (42), (7))
((13, 30), (14, 46), (54), (7))
((13, 30), (14, 47), (28), (10))
((13, 30), (14, 49), (51), (10))
((13, 30), (14, 9), (51), (7))
((13, 31), (14, 10), (24), (4))
